date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:42	2587/2587	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:41%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fcreation-site-internet-montauban%2F	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embede658.json	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:43:43	2641/2641	---MC-	200	added ('OK')	text/xml	date:Sat,%2006%20May%202023%2018:43:42%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fcreation-site-internet-montauban%2F&format=xml	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embed7442	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:43:43	5062/5062	---M--	200	added ('OK')	image/webp	date:Sat,%2006%20May%202023%2018:43:43%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/q:intelligent/r:0/wp:1/w:1/u:https://www.web-design-prod.fr/wp-content/uploads/2021/03/paiement-1.png	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/q_intelligent/r_0/wp_1/w_1/u_https_/www.web-design-prod.fr/wp-content/uploads/2021/03/paiement-1.png	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:43:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20May%202023%2018:43:45%20GMT	http://wwwwebdesignprodfr517c2.zapwp.com/	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/index.html	(from https://www.web-design-prod.fr/)
19:43:45	45224/45224	URF---	200	added ('OK%20(cached)')	image/png		https://wwwwebdesignprodfr517c2.zapwp.com/q:intelligent/r:0/wp:1/w:1/u:https://www.web-design-prod.fr/wp-content/uploads/2021/04/image-web-design-prod.png	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/q_intelligent/r_0/wp_1/w_1/u_https_/www.web-design-prod.fr/wp-content/uploads/2021/04/image-web-design-prod.png	(from https://www.web-design-prod.fr/)
19:43:46	1103/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22472a6aee7bd4e7f41296b6bee4e84c87%22	https://www.web-design-prod.fr/feed/	/home/khalil/websites/seima/www.web-design-prod.fr/feed/index.html	(from https://www.web-design-prod.fr/)
19:43:48	11224/11224	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:42:56%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-includes/js/jquery/jquery-migrate.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-includes/js/jquery/jquery-migrate.mind959.js	(from https://www.web-design-prod.fr/)
19:43:50	7264/7264	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:42:57%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/plugins/wp-compress-image-optimizer/assets/js/optimizer-adaptive.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/plugins/wp-compress-image-optimizer/assets/js/optimizer-adaptive.mind959.js	(from https://www.web-design-prod.fr/)
19:43:50	89684/89684	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:42:55%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-includes/js/jquery/jquery.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-includes/js/jquery/jquery.mind959.js	(from https://www.web-design-prod.fr/)
19:43:50	641403/641403	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:44%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-scripts/e9c4b48602f4bab5813388b683bd24d9.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-scripts/e9c4b48602f4bab5813388b683bd24d9.mind959.js	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:43:51	267667/-1	---M--	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:49%20GMT	https://www.web-design-prod.fr/wp-json/	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/index.html	(from https://www.web-design-prod.fr/)
19:43:51	10680/10680	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:43:50%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-icons/Marketing-Bold-v1.0/fonts/Marketing-Bold.svg?d5d08s	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-icons/Marketing-Bold-v1.0/fonts/Marketing-Bold57b3.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:43:51	51259/51259	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:50%20GMT	https://www.web-design-prod.fr/wp-json/wp/v2/pages/2625	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/wp/v2/pages/2625.json	(from https://www.web-design-prod.fr/)
19:43:51	182/182	---M--	200	added ('OK')	image/webp	date:Sat,%2006%20May%202023%2018:43:51%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/themes/Avada/assets/images/patterns/pattern1.png	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/themes/Avada/assets/images/patterns/pattern1.png	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:43:52	10565/10565	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:11%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/plugins/contact-form-7/includes/swv/js/index.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/plugins/contact-form-7/includes/swv/js/indexd959.js	(from https://www.web-design-prod.fr/)
19:43:52	12652/12652	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:12%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/plugins/contact-form-7/includes/js/index.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/plugins/contact-form-7/includes/js/indexd959.js	(from https://www.web-design-prod.fr/)
19:43:52	2399/2399	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:51%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2F	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embed7040.json	(from https://www.web-design-prod.fr/)
19:43:52	2455/2455	UR-MC-	200	added ('OK')	text/xml	date:Sat,%2006%20May%202023%2018:43:52%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2F&format=xml	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embed5ab1	(from https://www.web-design-prod.fr/)
19:43:54	66224/66224	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:43:53%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https:////www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/icomoon.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/icomoon.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:43:54	638660/638660	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:13%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-scripts/efaa1b991024784023fbc191ef101a4b.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-scripts/efaa1b991024784023fbc191ef101a4b.mind959.js	(from https://www.web-design-prod.fr/)
19:43:54	658183/658183	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:14%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://static.axept.io/sdk.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/static.axept.io/sdkd959.js	(from https://www.web-design-prod.fr/)
19:43:54	86893/86893	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:54%20GMT	https://www.web-design-prod.fr/wp-json/wp/v2/pages/3688	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/wp/v2/pages/3688.json	(from https://www.web-design-prod.fr/nos-realisations/)
19:43:56	641403/641403	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:34%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-scripts/8f4fd5161217f5034e99c01db5e24367.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-scripts/8f4fd5161217f5034e99c01db5e24367.mind959.js	(from https://www.web-design-prod.fr/nos-realisations/)
19:43:56	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:43:55%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https:////www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:43:56	2477/2477	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:56%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fnos-realisations%2F	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embed7715.json	(from https://www.web-design-prod.fr/nos-realisations/)
19:43:57	2531/2531	UR-MC-	200	added ('OK')	text/xml	date:Sat,%2006%20May%202023%2018:43:56%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fnos-realisations%2F&format=xml	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embedf525	(from https://www.web-design-prod.fr/nos-realisations/)
19:43:58	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:43:57%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https:////www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:43:58	723170/723170	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:37%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-scripts/b7c57d36d77ab98f395b257b0549be42.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-scripts/b7c57d36d77ab98f395b257b0549be42.mind959.js	(from https://www.web-design-prod.fr/author/webdesignprod/)
19:43:58	1148/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22472a6aee7bd4e7f41296b6bee4e84c87%22	https://www.web-design-prod.fr/author/webdesignprod/feed/	/home/khalil/websites/seima/www.web-design-prod.fr/author/webdesignprod/feed/index.html	(from https://www.web-design-prod.fr/author/webdesignprod/)
19:43:58	97676/97676	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:43:58%20GMT	https://www.web-design-prod.fr/wp-json/wp/v2/pages/1626	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/wp/v2/pages/1626.json	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:44:00	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:43:59%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https:////www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:44:00	641403/641403	UR-MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20May%202023%2018:43:44%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-scripts/e9c4b48602f4bab5813388b683bd24d9.min.js?js_icv=5021	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/uploads/fusion-scripts/e9c4b48602f4bab5813388b683bd24d9.mind959.js	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:44:00	2587/2587	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20May%202023%2018:44:00%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fcreation-site-internet-montauban%2F	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embede658.json	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:44:02	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:44:01%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/plugins/fusion-builder/assets/images/mejs-controls-dark.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/www.web-design-prod.fr/wp-content/plugins/fusion-builder/assets/images/mejs-controls-dark.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:44:02	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5c07b7f220680%22	https://www.web-design-prod.fr/wp-content/plugins/fusion-builder/assets/images/iLightbox/closedhand.cur	/home/khalil/websites/seima/www.web-design-prod.fr/wp-content/plugins/fusion-builder/assets/images/iLightbox/closedhand.html	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://www.web-design-prod.fr/wp-content/uploads/fusion-styles/ccc3aeaab23a64ceac670e9e7bf9d6ef.min.css?icv=2f7785)
19:44:03	2641/2641	UR-MC-	200	added ('OK')	text/xml	date:Sat,%2006%20May%202023%2018:44:00%20GMT	https://www.web-design-prod.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.web-design-prod.fr%2Fcreation-site-internet-montauban%2F&format=xml	/home/khalil/websites/seima/www.web-design-prod.fr/wp-json/oembed/1.0/embed7442	(from https://www.web-design-prod.fr/creation-site-internet-montauban/)
19:44:05	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:44:04%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-regular-400.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-regular-400.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css?icv=2f7785)
19:44:05	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:44:03%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-brands-400.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-brands-400.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css?icv=2f7785)
19:44:07	154745/-1	---M--	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2018:44:06%20GMT	https://www.web-design-prod.fr/creation-site-internet-montauban/	/home/khalil/websites/seima/www.web-design-prod.fr/creation-site-internet-montauban/index.html	(from https://www.web-design-prod.fr/services/creation-site-internet-montauban/)
19:44:07	917575/917575	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20May%202023%2018:44:05%20GMT	https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-solid-900.svg	/home/khalil/websites/seima/wwwwebdesignprodfr517c2.zapwp.com/m_0/a_https_/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/webfonts/fa-solid-900.svg	(from https://wwwwebdesignprodfr517c2.zapwp.com/m:0/a:https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css?icv=2f7785)
